,train_loss,train_accuracy,test_loss,test_accuracy,train_time,test_time
0,4.667114619708732,0.11319133631713554,3.2142393695321054,0.11624203821656051,251.69360876083374,50.730496644973755
1,2.695945854382137,0.11498960997442455,2.576118976447233,0.11375398089171974,165.00847363471985,31.9209041595459
2,2.4035851528577488,0.11379076086956522,2.4380208899261087,0.11265923566878981,164.26544857025146,32.0711145401001
3,2.346255523164559,0.11395060741687979,2.4201400112953917,0.11723726114649681,165.345538854599,31.746256351470947
4,2.3238177918412193,0.11403053069053709,2.3875661670782002,0.1178343949044586,163.9634759426117,31.56973147392273
5,2.314477756505122,0.11265185421994885,2.4206755024612328,0.11534633757961783,164.60190415382385,31.88698124885559
6,2.308387343535948,0.11415041560102301,2.3644885227179073,0.11803343949044585,163.54938888549805,31.64669632911682
7,2.304435525403913,0.11447010869565218,2.372792456560074,0.11594347133757962,164.26459574699402,31.808354377746582
8,2.3023176492022737,0.11716751918158567,2.3957143923279585,0.1152468152866242,164.57147073745728,31.87018346786499
9,2.300016729118269,0.1132312979539642,2.3831651089297736,0.11146496815286625,164.84388852119446,31.661597728729248
